employee_name,user_id,O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
3681,3675,37,36,50,14,36,23,1,2,18,31,232,108,12.296296296296296,0,0,2,0.0,0.0
3204,3135,39,30,23,21,36,28,1,6,12,49,123,131,13.16793893129771,60,0,2,0.4580152671755725,0.0
2456,2381,28,36,36,16,28,6,1,3,18,39,142,80,12.5,0,0,2,0.0,0.0
2771,2831,22,37,12,50,28,21,1,4,18,26,198,114,11.68421052631579,40,0,2,0.3508771929824561,0.0
3145,3182,34,33,45,41,28,31,1,8,11,62,168,80,12.5,17,0,2,0.2125,0.0
2370,2446,36,43,39,22,35,38,1,6,12,63,140,80,12.0875,40,0,2,0.5,0.0
3970,3991,44,14,18,45,34,6,1,3,18,64,159,218,10.958715596330276,76,58,2,0.3486238532110092,0.26605504587155965
1173,1175,39,32,23,17,33,26,1,4,10,59,81,119,11.193277310924369,42,0,2,0.35294117647058826,0.0
3411,3412,23,22,28,39,24,34,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
2864,2795,45,42,26,26,23,7,1,2,4,3,220,80,11.5,40,0,2,0.5,0.0
3316,3465,31,27,15,36,32,34,1,2,16,80,6,109,13.26605504587156,56,0,2,0.5137614678899083,0.0
3151,3260,47,23,15,34,28,9,1,2,18,14,62,80,12.0,0,0,2,0.0,0.0
2740,2796,38,38,16,18,35,42,1,8,14,33,35,80,11.525,19,0,2,0.2375,0.0
263,231,38,21,39,20,30,42,1,3,18,72,57,147,11.285714285714286,41,0,2,0.2789115646258503,0.0
3462,3293,20,32,47,41,31,28,1,6,12,49,123,80,13.5625,57,0,2,0.7125,0.0
1894,1801,41,23,22,36,23,26,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
1007,1030,37,41,36,23,32,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
2044,1933,48,16,19,34,30,32,1,2,10,51,222,139,11.467625899280575,50,25,2,0.3597122302158273,0.17985611510791366
3254,3219,42,36,42,14,37,14,1,0,20,3,195,140,11.185714285714285,27,41,2,0.19285714285714287,0.29285714285714287
1274,1320,27,19,38,14,20,20,1,3,16,80,117,80,12.0,40,0,2,0.5,0.0
2141,2155,21,41,15,28,28,34,1,4,16,82,36,80,12.5625,15,0,2,0.1875,0.0
1730,1694,43,25,22,17,33,9,1,4,18,42,103,80,13.0,0,0,2,0.0,0.0
3097,3264,41,17,39,19,12,4,1,2,18,52,219,80,11.0,40,0,2,0.5,0.0
1293,1317,45,41,20,16,40,38,1,6,12,87,197,80,12.625,15,0,2,0.1875,0.0
2066,2101,24,41,26,35,22,23,1,2,18,23,158,80,11.5,40,0,2,0.5,0.0
1655,1582,18,50,37,21,34,38,1,5,12,63,190,135,11.718518518518518,18,0,2,0.13333333333333333,0.0
2210,2246,35,39,38,40,27,31,1,9,11,34,49,114,11.324561403508772,40,0,2,0.3508771929824561,0.0
1671,1782,25,34,24,47,29,38,1,6,12,87,197,80,12.525,18,0,2,0.225,0.0
489,586,18,14,11,35,27,38,1,5,12,13,178,115,11.234782608695653,42,4,2,0.3652173913043478,0.034782608695652174
1435,1401,44,38,22,43,29,9,1,4,18,23,102,80,11.5,40,0,2,0.5,0.0
1485,1365,32,31,22,15,35,42,1,3,18,72,57,80,11.0,40,0,2,0.5,0.0
1238,1155,30,37,40,37,27,40,1,2,18,39,99,80,11.5,40,0,2,0.5,0.0
1592,1595,12,30,40,44,24,11,1,9,14,61,61,113,12.513274336283185,0,0,2,0.0,0.0
2415,2424,24,11,17,37,26,28,1,6,12,49,123,82,13.658536585365853,58,0,2,0.7073170731707317,0.0
3435,3278,38,33,19,40,38,38,1,5,12,87,175,150,12.126666666666667,0,18,2,0.0,0.12
3737,3702,17,13,20,45,36,28,1,6,12,20,98,80,12.5,0,0,2,0.0,0.0
3887,3882,36,23,46,17,33,5,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
666,614,39,40,15,26,28,20,1,2,16,67,183,131,11.221374045801527,48,1,2,0.366412213740458,0.007633587786259542
980,1013,39,36,18,26,24,35,1,2,16,58,163,111,12.594594594594595,0,0,2,0.0,0.0
1531,1580,40,48,18,31,23,20,1,5,19,3,32,80,12.5125,41,0,2,0.5125,0.0
1051,1113,17,22,33,24,33,23,1,4,18,31,221,82,13.707317073170731,42,0,2,0.5121951219512195,0.0
537,410,24,19,18,44,36,5,1,2,16,56,65,179,11.960893854748603,32,40,2,0.1787709497206704,0.22346368715083798
2693,2470,21,12,11,43,31,1,1,1,9,3,89,112,11.5625,40,0,2,0.35714285714285715,0.0
2617,2685,18,39,34,46,25,38,1,5,12,87,175,80,12.0,0,0,2,0.0,0.0
2609,2706,37,20,14,39,35,28,1,6,12,8,106,80,12.025,40,0,2,0.5,0.0
972,1125,14,13,34,12,19,9,1,3,18,83,150,137,11.94890510948905,18,0,2,0.13138686131386862,0.0
838,593,43,12,31,13,23,16,1,0,21,66,93,334,12.574850299401197,209,0,2,0.625748502994012,0.0
3870,3855,15,41,31,42,31,28,1,5,12,81,127,80,12.025,40,0,2,0.5,0.0
397,572,49,37,21,20,30,29,1,3,4,3,192,98,13.5,0,18,2,0.0,0.1836734693877551
2392,2449,10,44,47,45,25,21,1,4,18,86,200,92,13.0,0,12,2,0.0,0.13043478260869565
960,948,35,16,18,40,34,28,1,6,12,15,151,80,12.0125,0,0,2,0.0,0.0
332,202,44,49,38,35,28,16,1,0,21,50,211,318,12.39308176100629,195,0,2,0.6132075471698113,0.0
238,171,30,20,18,33,27,28,1,6,12,27,154,112,12.5625,0,0,2,0.0,0.0
3433,3398,38,13,23,30,34,4,1,4,18,86,110,80,13.0,0,0,2,0.0,0.0
2180,2168,42,36,26,18,35,6,1,2,18,64,67,141,12.702127659574469,44,0,2,0.3120567375886525,0.0
1283,1291,34,44,16,21,28,9,1,4,18,23,102,141,11.50354609929078,46,10,2,0.3262411347517731,0.07092198581560284
1230,1263,39,44,22,22,28,26,1,3,10,74,172,111,11.963963963963964,40,0,2,0.36036036036036034,0.0
2054,2102,41,39,16,38,27,9,1,2,18,25,204,80,13.5,40,0,2,0.5,0.0
951,1034,45,40,19,42,28,34,1,3,16,11,29,80,13.0,0,0,2,0.0,0.0
3160,3204,40,23,11,18,29,32,1,2,10,68,26,80,12.075,15,0,2,0.1875,0.0
844,693,49,40,34,42,29,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
2641,2510,19,48,37,18,24,28,1,5,12,65,239,113,11.212389380530974,40,0,2,0.35398230088495575,0.0
975,999,19,19,39,20,27,7,1,9,11,3,59,80,12.0,40,0,2,0.5,0.0
304,162,32,12,29,15,30,9,1,4,16,67,130,137,11.299270072992702,42,0,2,0.30656934306569344,0.0
2876,2808,38,42,43,11,33,38,1,6,12,19,50,80,13.0125,80,0,2,1.0,0.0
2315,2351,43,24,17,26,25,9,1,3,18,18,120,92,14.054347826086957,46,0,2,0.5,0.0
878,735,42,48,27,34,30,22,1,4,10,59,81,86,10.755813953488373,43,0,2,0.5,0.0
3629,3525,20,42,42,35,27,21,1,3,18,52,20,132,12.469696969696969,82,0,2,0.6212121212121212,0.0
3917,3916,39,20,23,13,31,32,1,2,10,59,241,80,10.5125,40,0,2,0.5,0.0
159,210,18,19,17,30,25,23,1,3,18,24,14,80,13.0,0,0,2,0.0,0.0
3895,3881,37,24,38,30,33,9,1,2,18,25,204,194,13.15979381443299,57,55,2,0.29381443298969073,0.28350515463917525
1018,1076,22,41,41,33,22,42,1,8,14,61,115,114,13.456140350877194,26,0,2,0.22807017543859648,0.0
1109,1105,40,22,33,42,30,4,1,2,18,72,219,80,13.0,0,0,2,0.0,0.0
2660,2660,23,46,44,43,32,28,1,6,12,81,60,98,11.653061224489797,32,3,2,0.32653061224489793,0.030612244897959183
1665,1710,39,21,38,21,22,7,1,9,2,3,59,111,12.882882882882884,0,0,2,0.0,0.0
2050,2113,35,43,42,37,26,13,1,4,18,22,132,164,11.628048780487806,48,25,2,0.2926829268292683,0.1524390243902439
3256,3098,45,31,17,23,31,13,1,2,18,40,174,113,11.4070796460177,40,0,2,0.35398230088495575,0.0
2692,2657,26,43,34,23,31,34,1,3,16,11,29,92,12.641304347826088,12,1,2,0.13043478260869565,0.010869565217391304
1773,1681,30,49,21,38,39,9,1,4,18,14,155,80,11.525,40,0,2,0.5,0.0
1974,2027,35,44,14,50,31,23,1,4,18,17,82,130,11.984615384615385,21,0,2,0.16153846153846155,0.0
2890,2891,33,13,35,32,28,1,1,2,18,3,137,80,13.5,40,0,2,0.5,0.0
965,972,44,42,15,21,22,38,1,6,12,13,40,80,13.0875,41,0,2,0.5125,0.0
2091,2230,16,23,43,41,28,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
2094,2072,30,50,11,44,22,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
1702,1705,18,42,15,39,24,23,1,3,18,24,14,80,13.0375,3,0,2,0.0375,0.0
1041,950,22,23,33,19,24,23,1,3,18,72,57,148,11.182432432432432,53,37,2,0.3581081081081081,0.25
2508,2647,24,37,24,41,30,32,1,3,10,44,176,137,13.518248175182482,0,0,2,0.0,0.0
2455,2371,21,31,34,36,35,42,1,8,14,4,114,80,11.5,40,0,2,0.5,0.0
1957,2030,35,38,47,13,27,33,1,0,21,41,162,80,13.0,0,0,2,0.0,0.0
1065,1083,43,42,25,42,34,13,1,4,18,64,113,100,11.9,42,6,2,0.42,0.06
1083,1070,42,45,49,35,25,35,1,3,16,58,124,121,12.900826446280991,0,0,2,0.0,0.0
1024,1045,32,32,17,13,35,9,1,4,18,42,103,80,13.0,0,0,2,0.0,0.0
3309,3479,35,19,24,45,31,22,1,4,10,74,80,112,12.839285714285714,0,0,2,0.0,0.0
209,102,39,44,33,39,27,5,1,2,16,80,6,80,13.6625,59,0,2,0.7375,0.0
3317,3283,41,41,37,17,28,33,1,0,21,16,235,147,12.462585034013605,20,24,2,0.1360544217687075,0.16326530612244897
692,688,32,46,22,39,30,42,1,9,14,4,205,80,11.5,40,0,2,0.5,0.0
3191,3159,43,14,34,35,31,28,1,5,12,8,17,104,13.432692307692308,39,0,2,0.375,0.0
1704,1668,14,40,39,15,33,23,1,2,18,37,177,125,12.408,6,10,2,0.048,0.08
1370,1394,37,34,21,24,22,42,1,8,14,61,115,119,13.403361344537815,26,0,2,0.2184873949579832,0.0
3536,3606,14,45,22,30,29,40,1,4,18,64,113,80,12.0125,40,0,2,0.5,0.0
2915,2921,37,13,27,37,35,26,1,2,10,68,26,80,12.0,17,0,2,0.2125,0.0
1954,1967,37,33,24,42,35,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
1072,1075,30,18,14,18,29,9,1,3,18,18,120,109,13.385321100917432,40,0,2,0.3669724770642202,0.0
3545,3597,46,44,20,11,23,28,1,5,12,81,127,102,12.401960784313726,40,0,2,0.39215686274509803,0.0
1251,1194,27,41,26,42,22,45,1,3,16,80,74,80,12.0,40,0,2,0.5,0.0
3706,3727,16,38,27,35,26,34,1,3,16,82,68,80,11.5125,40,0,2,0.5,0.0
3571,3585,18,20,38,35,30,13,1,2,18,10,46,111,12.306306306306306,41,0,2,0.36936936936936937,0.0
3396,3511,43,24,16,49,26,40,1,4,18,40,212,90,12.0,0,10,2,0.0,0.1111111111111111
1249,1197,24,15,36,38,33,28,1,5,12,81,127,119,11.731092436974789,42,0,2,0.35294117647058826,0.0
1528,1522,18,20,10,41,33,28,1,5,12,15,33,110,12.236363636363636,40,0,2,0.36363636363636365,0.0
1212,1203,14,20,24,30,28,43,1,4,18,72,166,80,12.5375,17,0,2,0.2125,0.0
1985,1929,32,36,31,19,28,42,1,8,14,4,114,115,11.460869565217392,58,35,2,0.5043478260869565,0.30434782608695654
3447,3480,22,32,38,41,29,25,1,0,20,53,240,80,12.5125,0,0,2,0.0,0.0
3431,3350,14,47,40,44,34,31,1,9,11,47,1,145,10.889655172413793,88,37,2,0.6068965517241379,0.25517241379310346
1035,1118,24,25,40,40,28,28,1,5,12,27,16,80,12.0,0,0,2,0.0,0.0
1350,1357,44,36,19,18,24,16,1,0,21,66,93,308,12.905844155844155,171,0,2,0.5551948051948052,0.0
3885,3904,46,24,24,48,30,42,1,9,14,46,185,102,13.147058823529411,0,18,2,0.0,0.17647058823529413
760,724,43,20,12,21,24,28,1,6,12,49,123,104,13.528846153846153,76,24,2,0.7307692307692307,0.23076923076923078
2556,2596,39,29,17,26,20,23,1,3,18,17,134,80,11.5,40,0,2,0.5,0.0
2100,2279,37,44,41,17,30,5,1,4,16,88,7,80,13.0,0,0,2,0.0,0.0
1569,1519,48,46,39,45,24,31,1,8,11,71,181,116,12.03448275862069,44,0,2,0.3793103448275862,0.0
627,729,45,45,18,15,32,31,1,8,11,55,96,80,12.5,0,0,2,0.0,0.0
1792,1971,34,41,20,17,36,28,1,6,12,8,106,132,12.128787878787879,41,0,2,0.3106060606060606,0.0
2291,2406,40,17,12,26,25,21,1,4,18,52,122,80,13.525,20,0,2,0.25,0.0
2177,2091,42,30,41,24,34,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
1575,1511,39,32,16,39,30,42,1,8,14,4,114,142,10.971830985915492,52,3,2,0.36619718309859156,0.02112676056338028
3012,2982,32,39,38,48,28,21,1,4,18,26,198,80,12.1125,40,0,2,0.5,0.0
2700,2679,44,18,43,34,31,23,1,3,18,37,54,80,11.95,21,0,2,0.2625,0.0
842,745,27,41,20,35,24,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
3348,3439,30,39,24,36,30,9,1,2,16,67,38,122,11.524590163934427,40,0,2,0.32786885245901637,0.0
251,167,23,42,43,27,28,21,1,4,18,21,153,142,13.711267605633802,43,0,2,0.3028169014084507,0.0
2982,2984,39,19,33,15,46,9,1,2,18,83,52,103,11.514563106796116,27,17,2,0.2621359223300971,0.1650485436893204
1167,1239,11,31,42,45,34,34,1,3,16,67,196,94,12.361702127659575,19,0,2,0.20212765957446807,0.0
1556,1661,46,21,13,15,24,1,1,1,18,3,242,80,12.5,0,0,2,0.0,0.0
2021,1832,44,31,37,37,30,25,1,0,20,2,107,130,11.361538461538462,62,1,2,0.47692307692307695,0.007692307692307693
1652,1625,32,42,21,21,30,1,1,2,16,6,224,120,11.241666666666667,40,0,2,0.3333333333333333,0.0
2247,2256,23,18,37,20,36,31,1,8,11,5,75,80,12.0875,17,0,2,0.2125,0.0
2052,2054,34,40,37,34,31,16,1,0,21,66,93,343,13.0466472303207,184,0,2,0.5364431486880467,0.0
3793,3790,34,34,41,22,25,13,1,4,18,22,132,80,11.5125,40,0,2,0.5,0.0
1088,1109,49,38,38,23,19,40,1,3,18,40,78,141,11.113475177304965,54,2,2,0.3829787234042553,0.014184397163120567
514,433,29,15,46,22,34,13,1,4,16,43,86,80,11.525,40,0,2,0.5,0.0
2119,2138,44,21,29,32,21,32,1,3,10,30,97,84,12.547619047619047,21,4,2,0.25,0.047619047619047616
764,599,34,36,30,16,30,31,1,9,11,34,49,80,11.5125,40,0,2,0.5,0.0
2304,2399,41,43,18,19,25,43,1,2,18,36,182,80,13.175,50,0,2,0.625,0.0
2160,2227,36,35,24,38,38,21,1,2,18,86,53,153,13.281045751633988,47,24,2,0.30718954248366015,0.1568627450980392
3078,3154,33,39,30,31,41,1,1,9,2,3,100,104,11.538461538461538,18,2,2,0.17307692307692307,0.019230769230769232
135,61,39,31,19,36,28,7,1,0,3,3,206,80,11.0125,40,0,2,0.5,0.0
2783,2748,35,45,44,26,30,34,1,4,16,56,109,80,13.15,0,0,2,0.0,0.0
2539,2515,17,15,47,18,30,26,1,3,10,74,172,80,12.0125,40,0,2,0.5,0.0
3188,3253,43,37,21,39,30,5,1,4,16,56,109,80,12.9875,0,0,2,0.0,0.0
407,390,36,41,10,15,34,31,1,9,11,34,49,80,11.5,40,0,2,0.5,0.0
79,203,38,17,39,24,34,26,1,2,10,68,26,80,12.1,16,0,2,0.2,0.0
520,442,38,45,17,12,34,23,1,4,18,31,221,80,13.5,40,0,2,0.5,0.0
561,389,46,38,38,21,33,23,1,2,18,75,131,80,12.0,0,0,2,0.0,0.0
2708,2699,35,50,41,12,32,22,1,4,10,51,149,123,11.455284552845528,40,0,2,0.3252032520325203,0.0
647,901,38,37,20,48,34,28,1,5,12,81,127,104,12.173076923076923,41,0,2,0.3942307692307692,0.0
3084,3094,36,37,24,41,29,35,1,4,16,82,36,80,12.6,14,0,2,0.175,0.0
1759,1753,20,44,24,39,33,31,1,8,11,5,75,112,12.107142857142858,18,0,2,0.16071428571428573,0.0
2029,1998,44,19,35,25,28,41,1,4,18,3,77,98,11.479591836734693,11,0,2,0.11224489795918367,0.0
745,762,40,43,20,30,28,35,1,3,16,82,68,80,11.525,40,0,2,0.5,0.0
1324,1345,49,38,26,48,33,43,1,2,18,14,62,126,11.722222222222221,12,0,2,0.09523809523809523,0.0
1201,1253,19,12,42,35,29,31,1,9,11,5,225,113,12.212389380530974,0,0,2,0.0,0.0
1577,1584,43,31,18,10,34,23,1,3,18,24,14,80,13.0,0,0,2,0.0,0.0
275,251,30,42,50,42,33,16,1,0,21,9,135,338,12.180473372781066,211,0,2,0.6242603550295858,0.0
1183,1165,34,22,33,13,31,42,1,9,14,4,205,80,11.525,40,0,2,0.5,0.0
1151,1122,45,26,46,23,29,9,1,3,18,83,150,80,12.025,16,0,2,0.2,0.0
3850,3770,44,23,41,33,32,38,1,5,12,79,202,121,12.289256198347108,18,9,2,0.1487603305785124,0.0743801652892562
3172,3134,40,40,26,13,26,26,1,4,10,30,126,110,11.645454545454545,14,0,2,0.12727272727272726,0.0
1783,1760,32,22,35,37,27,38,1,5,12,19,227,82,11.353658536585366,42,2,2,0.5121951219512195,0.024390243902439025
1003,1025,30,29,38,23,32,38,1,6,12,87,197,113,12.371681415929203,19,0,2,0.168141592920354,0.0
1627,1574,42,42,15,45,31,23,1,2,18,23,158,156,11.493589743589743,49,24,2,0.3141025641025641,0.15384615384615385
3505,3323,37,23,20,45,30,42,1,2,18,36,182,80,13.05,40,0,2,0.5,0.0
1126,932,38,26,30,40,30,5,1,3,16,56,226,80,13.0,0,0,2,0.0,0.0
1284,1303,30,36,28,13,33,23,1,3,18,17,134,80,11.5,40,0,2,0.5,0.0
1040,1126,47,23,11,39,30,39,1,6,12,81,203,80,12.0,19,0,2,0.2375,0.0
2825,2792,17,37,23,21,39,28,1,5,12,27,16,80,12.0,0,0,2,0.0,0.0
2251,2233,20,23,30,41,28,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
694,748,41,38,38,19,25,45,1,3,16,88,171,132,11.053030303030303,52,2,2,0.3939393939393939,0.015151515151515152
3860,3854,16,23,23,49,23,23,1,2,18,75,131,80,12.0,0,0,2,0.0,0.0
2506,2469,46,39,48,41,34,22,1,4,10,51,149,80,11.525,40,0,2,0.5,0.0
697,824,43,39,44,23,35,16,1,0,21,9,135,312,11.955128205128204,193,0,2,0.6185897435897436,0.0
1586,1531,35,43,43,19,27,9,1,4,18,22,132,80,11.525,40,0,2,0.5,0.0
229,305,45,23,27,23,31,20,1,3,16,6,117,90,11.844444444444445,19,0,2,0.2111111111111111,0.0
3726,3698,43,37,37,43,35,28,1,5,12,49,145,100,11.16,59,0,2,0.59,0.0
3966,3961,19,40,28,40,18,44,1,1,18,3,137,80,12.5,0,0,2,0.0,0.0
1953,1950,47,44,23,30,29,31,1,9,11,34,49,80,11.5,40,0,2,0.5,0.0
1199,1167,34,43,43,46,34,23,1,3,18,14,87,80,11.6375,16,0,2,0.2,0.0
3873,3890,36,15,22,22,35,20,1,2,16,11,183,127,13.181102362204724,3,0,2,0.023622047244094488,0.0
1833,1984,39,20,23,21,36,42,1,8,14,54,161,80,12.0375,17,0,2,0.2125,0.0
384,371,10,20,37,19,33,32,1,4,10,68,129,104,12.51923076923077,80,0,2,0.7692307692307693,0.0
432,580,36,18,41,12,25,6,1,2,18,40,174,80,11.5,40,0,2,0.5,0.0
191,42,31,18,22,17,34,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
3823,3794,40,35,30,43,27,31,1,8,11,5,75,80,12.0625,16,0,2,0.2,0.0
2123,2196,20,43,30,35,26,22,1,2,10,59,241,80,10.5,40,0,2,0.5,0.0
2237,2100,16,17,39,10,26,21,1,2,18,21,179,98,11.642857142857142,57,1,2,0.5816326530612245,0.01020408163265306
2659,2620,19,36,20,34,27,42,1,8,14,46,73,80,11.1125,13,0,2,0.1625,0.0
2324,2352,39,24,16,15,24,19,1,4,10,68,84,80,13.0125,80,0,2,1.0,0.0
2006,1879,38,24,46,15,29,25,1,0,20,69,45,80,12.6125,16,0,2,0.2,0.0
3759,3701,19,34,37,39,27,6,1,3,18,40,78,80,11.5,40,0,2,0.5,0.0
408,387,30,41,14,48,25,43,1,2,18,36,182,170,13.064705882352941,60,34,2,0.35294117647058826,0.2
2079,2223,21,40,37,35,36,31,1,8,11,5,75,130,12.007692307692308,17,0,2,0.13076923076923078,0.0
374,377,37,39,18,18,33,19,1,2,10,1,34,100,12.93,15,1,2,0.15,0.01
3784,3797,41,41,11,41,29,26,1,4,10,74,80,80,13.0,0,0,2,0.0,0.0
2942,2967,41,37,20,40,32,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
12,23,20,36,43,33,43,28,1,6,12,27,154,126,12.134920634920634,4,0,2,0.031746031746031744,0.0
943,1026,49,40,33,31,28,38,1,5,12,19,227,80,11.5,40,0,2,0.5,0.0
1218,1168,12,18,35,13,25,42,1,9,14,33,88,98,11.989795918367347,54,2,2,0.5510204081632653,0.02040816326530612
729,850,43,46,46,43,31,22,1,3,10,1,48,80,12.55,19,0,2,0.2375,0.0
1068,1139,34,41,38,30,31,9,1,4,16,43,86,82,11.536585365853659,41,2,2,0.5,0.024390243902439025
1758,1755,38,38,20,47,35,28,1,5,12,65,239,120,11.225,40,0,2,0.3333333333333333,0.0
2856,2866,19,44,30,50,32,43,1,3,18,36,64,82,11.963414634146341,20,0,2,0.24390243902439024,0.0
3479,3487,40,38,40,15,30,39,1,5,12,79,148,80,12.5875,18,0,2,0.225,0.0
1433,1350,42,37,25,13,28,28,1,6,12,15,151,80,12.0,0,0,2,0.0,0.0
1326,1279,37,15,25,10,40,9,1,2,18,64,67,80,13.0,34,0,2,0.425,0.0
2541,2599,16,50,22,40,26,40,1,3,18,22,184,113,12.345132743362832,40,0,2,0.35398230088495575,0.0
1902,2044,32,19,27,40,33,1,1,4,18,42,103,98,13.60204081632653,8,0,2,0.08163265306122448,0.0
2563,2529,40,34,21,40,32,1,1,0,3,3,5,80,11.0,40,0,2,0.5,0.0
2797,2776,11,17,21,30,30,28,1,5,12,81,127,80,12.0375,40,0,2,0.5,0.0
3340,3301,42,20,44,23,28,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
1928,1946,48,22,18,39,23,9,1,3,16,43,111,80,12.5125,41,0,2,0.5125,0.0
2167,2114,17,50,27,28,28,26,1,2,10,59,241,120,10.925,40,0,2,0.3333333333333333,0.0
2980,2987,17,23,23,14,32,16,1,0,21,66,93,330,12.293939393939393,161,0,2,0.48787878787878786,0.0
1481,1468,42,38,45,20,32,6,1,2,18,40,174,106,11.452830188679245,40,0,2,0.37735849056603776,0.0
1892,1897,43,21,40,21,26,9,1,3,18,25,141,100,12.04,18,0,2,0.18,0.0
512,587,37,17,11,30,26,6,1,2,18,40,174,95,11.452631578947368,48,15,2,0.5052631578947369,0.15789473684210525
1025,1050,42,25,20,30,25,28,1,5,12,27,16,102,10.931372549019608,18,1,2,0.17647058823529413,0.00980392156862745
2017,1953,17,32,43,30,21,42,1,8,14,54,161,80,12.05,15,0,2,0.1875,0.0
1351,1361,40,43,18,36,30,42,1,9,14,70,218,111,12.801801801801801,0,0,2,0.0,0.0
2384,2438,37,41,40,26,37,28,1,6,12,20,98,80,12.5,0,0,2,0.0,0.0
498,566,39,44,20,16,24,44,1,7,18,3,137,124,12.975806451612904,14,3,2,0.11290322580645161,0.024193548387096774
1323,1335,44,48,26,38,30,28,1,5,12,15,33,123,12.08130081300813,40,0,2,0.3252032520325203,0.0
1697,1725,44,15,38,34,32,4,1,4,18,42,110,80,13.0,0,0,2,0.0,0.0
1220,1207,23,39,28,50,33,23,1,4,18,17,82,120,12.141666666666667,19,0,2,0.15833333333333333,0.0
2117,2137,38,43,31,11,22,1,1,2,18,52,180,80,11.0,40,0,2,0.5,0.0
2994,3003,26,35,30,38,24,31,1,8,11,55,96,146,12.684931506849315,0,0,2,0.0,0.0
23,53,36,22,41,24,27,43,1,4,18,36,44,80,10.5,40,0,2,0.5,0.0
586,415,31,41,29,16,26,11,1,8,14,33,199,80,11.5875,17,0,2,0.2125,0.0
3034,3052,38,37,15,38,32,6,1,4,18,22,132,80,11.5,40,0,2,0.5,0.0
2706,2534,30,35,40,13,27,6,1,3,16,82,68,80,11.55,40,0,2,0.5,0.0
796,830,45,36,15,35,26,33,1,0,21,41,162,80,13.0,0,0,2,0.0,0.0
3156,3246,30,40,45,17,32,45,1,4,16,11,112,80,12.0875,40,0,2,0.5,0.0
1239,1157,32,44,21,34,33,26,1,2,10,74,238,192,10.619791666666666,75,38,2,0.390625,0.19791666666666666
1423,1367,40,42,39,22,36,34,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
2103,2139,45,46,26,41,33,31,1,9,11,55,208,80,13.075,0,0,2,0.0,0.0
3898,3895,40,40,13,19,28,13,1,3,18,10,236,80,12.15,16,0,2,0.2,0.0
1422,1359,33,18,17,39,26,22,1,4,10,1,116,139,12.16546762589928,40,0,2,0.28776978417266186,0.0
2248,2084,34,41,35,39,27,31,1,8,11,5,75,169,11.78698224852071,33,33,2,0.1952662721893491,0.1952662721893491
2465,2608,49,27,19,24,35,31,1,9,11,47,1,80,12.0,40,0,2,0.5,0.0
3356,3457,30,44,23,37,34,9,1,4,16,43,86,80,11.5125,40,0,2,0.5,0.0
3603,3652,36,43,16,14,24,45,1,2,16,56,65,98,12.775510204081632,22,0,2,0.22448979591836735,0.0
192,50,35,41,41,15,32,38,1,5,12,87,175,80,12.0,0,0,2,0.0,0.0
1244,1229,12,21,20,37,33,9,1,3,18,10,236,110,12.081818181818182,17,0,2,0.15454545454545454,0.0
696,785,36,39,30,48,31,9,1,4,18,42,103,80,13.0,0,0,2,0.0,0.0
1480,1441,38,32,45,44,30,20,1,4,16,43,2,80,11.525,40,0,2,0.5,0.0
148,26,16,28,48,42,33,40,1,2,18,40,174,80,11.5,40,0,2,0.5,0.0
2566,2714,20,41,22,19,31,39,1,5,12,49,148,80,11.5,40,0,2,0.5,0.0
1341,1296,40,41,42,18,20,29,1,4,4,3,125,113,11.955752212389381,40,0,2,0.35398230088495575,0.0
2448,2416,50,33,17,40,32,41,1,4,18,3,77,80,11.5625,21,0,2,0.2625,0.0
2058,2140,30,39,12,42,31,7,1,3,16,3,119,144,12.055555555555555,26,0,2,0.18055555555555555,0.0
904,684,41,36,20,19,28,28,1,6,12,49,123,108,13.11111111111111,60,0,2,0.5555555555555556,0.0
504,428,41,47,39,36,30,36,1,3,16,6,10,80,12.225,17,0,2,0.2125,0.0
3605,3657,36,38,16,35,31,28,1,5,12,65,239,105,10.961904761904762,53,25,2,0.5047619047619047,0.23809523809523808
3774,3777,34,23,39,27,32,42,1,9,14,4,205,80,11.5,40,0,2,0.5,0.0
2565,2646,41,38,24,14,32,31,1,9,11,5,225,80,12.0125,0,0,2,0.0,0.0
2131,2238,41,37,45,26,31,31,1,9,11,55,208,143,13.223776223776223,0,0,2,0.0,0.0
1084,1065,20,14,47,45,35,21,1,4,18,86,200,80,13.0,0,0,2,0.0,0.0
3555,3622,15,24,14,17,27,34,1,3,16,58,124,80,13.0,0,0,2,0.0,0.0
